,Unnamed: 0,Indice,Date,Opening,Highest,Lowest,Fermer,Cloture ajusté,Volume,Before_After_Election,Day_of_Week,Month,Is_Holiday_Period,Mandat
15991,2378,S&P500,2018-09-19,2906.6,2912.36,2903.82,2907.95,2907.95,33024600.0,After,Wednesday,September,no,Trump1
15992,2379,S&P500,2018-09-18,2890.74,2911.17,2890.43,2904.31,2904.31,30911900.0,After,Tuesday,September,no,Trump1
15993,2380,S&P500,2018-09-17,2903.83,2904.65,2886.16,2888.8,2888.8,29679800.0,After,Monday,September,no,Trump1
15994,2381,S&P500,2018-09-14,2906.38,2908.3,2895.77,2904.98,2904.98,31794100.0,After,Friday,September,no,Trump1
15995,2382,S&P500,2018-09-13,2896.85,2906.76,2896.39,2904.18,2904.18,32740900.0,After,Thursday,September,no,Trump1
15996,2383,S&P500,2018-09-12,2888.29,2894.65,2879.2,2888.92,2888.92,33412800.0,After,Wednesday,September,no,Trump1
15997,2384,S&P500,2018-09-11,2871.57,2892.52,2866.78,2887.89,2887.89,29045000.0,After,Tuesday,September,no,Trump1
15998,2385,S&P500,2018-09-10,2881.39,2886.93,2875.94,2877.13,2877.13,27511000.0,After,Monday,September,no,Trump1
15999,2386,S&P500,2018-09-07,2868.26,2883.81,2864.12,2871.68,2871.68,29765800.0,After,Friday,September,no,Trump1
16000,2387,S&P500,2018-09-06,2888.64,2892.05,2867.29,2878.05,2878.05,31442400.0,After,Thursday,September,no,Trump1
16001,2388,S&P500,2018-09-05,2891.59,2894.21,2876.92,2888.6,2888.6,32487800.0,After,Wednesday,September,no,Trump1
16002,2389,S&P500,2018-09-04,2896.96,2900.18,2885.13,2896.72,2896.72,30874200.0,After,Tuesday,September,no,Trump1
16003,2390,S&P500,2018-08-31,2898.37,2906.32,2891.73,2901.52,2901.52,28872200.0,After,Friday,August,no,Trump1
16004,2391,S&P500,2018-08-30,2908.94,2912.46,2895.22,2901.13,2901.13,28104500.0,After,Thursday,August,no,Trump1
16005,2392,S&P500,2018-08-29,2900.62,2916.5,2898.4,2914.04,2914.04,28055200.0,After,Wednesday,August,no,Trump1
16006,2393,S&P500,2018-08-28,2901.45,2903.77,2893.5,2897.52,2897.52,26877700.0,After,Tuesday,August,no,Trump1
16007,2394,S&P500,2018-08-27,2884.69,2898.25,2884.69,2896.74,2896.74,28650700.0,After,Monday,August,no,Trump1
16008,2395,S&P500,2018-08-24,2862.35,2876.16,2862.35,2874.69,2874.69,26030100.0,After,Friday,August,no,Trump1
16009,2396,S&P500,2018-08-23,2860.29,2868.78,2854.03,2856.98,2856.98,27244500.0,After,Thursday,August,no,Trump1
16010,2397,S&P500,2018-08-22,2860.99,2867.54,2856.05,2861.82,2861.82,27012500.0,After,Wednesday,August,no,Trump1
16011,2398,S&P500,2018-08-21,2861.51,2873.23,2861.32,2862.96,2862.96,31740100.0,After,Tuesday,August,no,Trump1
16012,2399,S&P500,2018-08-20,2853.93,2859.76,2850.62,2857.05,2857.05,27571500.0,After,Monday,August,no,Trump1
16013,2400,S&P500,2018-08-17,2838.32,2855.63,2833.73,2850.13,2850.13,30376400.0,After,Friday,August,no,Trump1
16014,2401,S&P500,2018-08-16,2831.44,2850.49,2831.44,2840.69,2840.69,32320000.0,After,Thursday,August,no,Trump1
16015,2402,S&P500,2018-08-15,2827.95,2827.95,2802.49,2818.37,2818.37,36566800.0,After,Wednesday,August,no,Trump1
16016,2403,S&P500,2018-08-14,2827.88,2843.11,2826.58,2839.96,2839.96,29865000.0,After,Tuesday,August,no,Trump1
16017,2404,S&P500,2018-08-13,2835.46,2843.4,2819.88,2821.93,2821.93,31736300.0,After,Monday,August,no,Trump1
16018,2405,S&P500,2018-08-10,2838.9,2842.2,2825.81,2833.28,2833.28,32655900.0,After,Friday,August,no,Trump1
16019,2406,S&P500,2018-08-09,2857.19,2862.48,2851.98,2853.58,2853.58,30661800.0,After,Thursday,August,no,Trump1
16020,2407,S&P500,2018-08-08,2856.79,2862.44,2853.09,2857.7,2857.7,29780700.0,After,Wednesday,August,no,Trump1
16021,2408,S&P500,2018-08-07,2855.92,2863.43,2855.92,2858.45,2858.45,31854400.0,After,Tuesday,August,no,Trump1
16022,2409,S&P500,2018-08-06,2840.29,2853.29,2835.98,2850.4,2850.4,28790200.0,After,Monday,August,no,Trump1
16023,2410,S&P500,2018-08-03,2829.62,2840.38,2827.37,2840.35,2840.35,30436900.0,After,Friday,August,no,Trump1
16024,2411,S&P500,2018-08-02,2800.48,2829.91,2796.34,2827.22,2827.22,35013800.0,After,Thursday,August,no,Trump1
16025,2412,S&P500,2018-08-01,2821.17,2825.83,2805.85,2813.36,2813.36,35013500.0,After,Wednesday,August,no,Trump1
16026,2413,S&P500,2018-07-31,2809.73,2824.46,2808.06,2816.29,2816.29,39068900.0,After,Tuesday,July,no,Trump1
16027,2414,S&P500,2018-07-30,2819.0,2821.74,2798.11,2802.6,2802.6,32611900.0,After,Monday,July,no,Trump1
16028,2415,S&P500,2018-07-27,2842.35,2843.17,2808.34,2818.82,2818.82,34343700.0,After,Friday,July,no,Trump1
16029,2416,S&P500,2018-07-26,2835.49,2845.57,2835.26,2837.44,2837.44,36672900.0,After,Thursday,July,no,Trump1
16030,2417,S&P500,2018-07-25,2817.73,2848.03,2817.73,2846.07,2846.07,35844000.0,After,Wednesday,July,no,Trump1
16031,2418,S&P500,2018-07-24,2820.68,2829.99,2811.12,2820.4,2820.4,34304100.0,After,Tuesday,July,no,Trump1
16032,2419,S&P500,2018-07-23,2799.17,2808.61,2795.14,2806.98,2806.98,29284900.0,After,Monday,July,no,Trump1
16033,2420,S&P500,2018-07-20,2804.55,2809.7,2800.01,2801.83,2801.83,32432500.0,After,Friday,July,no,Trump1
16034,2421,S&P500,2018-07-19,2809.37,2812.05,2799.77,2804.49,2804.49,32783600.0,After,Thursday,July,no,Trump1
16035,2422,S&P500,2018-07-18,2811.35,2816.76,2805.89,2815.62,2815.62,31115600.0,After,Wednesday,July,no,Trump1
16036,2423,S&P500,2018-07-17,2789.34,2814.19,2789.24,2809.55,2809.55,30649200.0,After,Tuesday,July,no,Trump1
16037,2424,S&P500,2018-07-16,2797.36,2801.19,2793.39,2798.43,2798.43,28198600.0,After,Monday,July,no,Trump1
16038,2425,S&P500,2018-07-13,2796.93,2804.53,2791.69,2801.31,2801.31,26197900.0,After,Friday,July,no,Trump1
16039,2426,S&P500,2018-07-12,2783.14,2799.22,2781.53,2798.29,2798.29,28342300.0,After,Thursday,July,no,Trump1
16040,2427,S&P500,2018-07-11,2779.82,2785.91,2770.77,2774.02,2774.02,29861800.0,After,Wednesday,July,no,Trump1
16041,2428,S&P500,2018-07-10,2788.56,2795.58,2786.24,2793.84,2793.84,30801400.0,After,Tuesday,July,no,Trump1
16042,2429,S&P500,2018-07-09,2775.62,2784.65,2770.73,2784.17,2784.17,30700600.0,After,Monday,July,no,Trump1
16043,2430,S&P500,2018-07-06,2737.68,2764.41,2733.52,2759.82,2759.82,25902500.0,After,Friday,July,no,Trump1
16044,2431,S&P500,2018-07-05,2724.19,2737.83,2716.02,2736.61,2736.61,29801600.0,After,Thursday,July,no,Trump1
16045,2432,S&P500,2018-07-03,2733.27,2736.58,2711.16,2713.22,2713.22,19114600.0,After,Tuesday,July,no,Trump1
16046,2433,S&P500,2018-07-02,2704.95,2727.26,2698.95,2726.71,2726.71,30950400.0,After,Monday,July,no,Trump1
16047,2434,S&P500,2018-06-29,2727.13,2743.26,2718.03,2718.37,2718.37,35868000.0,After,Friday,June,no,Trump1
16048,2435,S&P500,2018-06-28,2698.69,2724.34,2691.99,2716.31,2716.31,34611000.0,After,Thursday,June,no,Trump1
16049,2436,S&P500,2018-06-27,2728.45,2746.09,2699.38,2699.63,2699.63,38039900.0,After,Wednesday,June,no,Trump1
16050,2437,S&P500,2018-06-26,2722.12,2732.91,2715.6,2723.06,2723.06,35689000.0,After,Tuesday,June,no,Trump1
16051,2438,S&P500,2018-06-25,2742.94,2742.94,2698.67,2717.07,2717.07,36632800.0,After,Monday,June,no,Trump1
16052,2439,S&P500,2018-06-22,2760.79,2764.17,2752.68,2754.88,2754.88,54681100.0,After,Friday,June,no,Trump1
16053,2440,S&P500,2018-06-21,2769.28,2769.28,2744.39,2749.76,2749.76,33365800.0,After,Thursday,June,no,Trump1
16054,2441,S&P500,2018-06-20,2769.73,2774.86,2763.91,2767.32,2767.32,33321400.0,After,Wednesday,June,no,Trump1
16055,2442,S&P500,2018-06-19,2752.01,2765.05,2743.19,2762.59,2762.59,36711600.0,After,Tuesday,June,no,Trump1
16056,2443,S&P500,2018-06-18,2765.79,2774.99,2757.12,2773.75,2773.75,33161200.0,After,Monday,June,no,Trump1
16057,2444,S&P500,2018-06-15,2777.78,2782.81,2761.73,2779.66,2779.66,54519900.0,After,Friday,June,no,Trump1
16058,2445,S&P500,2018-06-14,2783.21,2789.06,2776.52,2782.49,2782.49,35409300.0,After,Thursday,June,no,Trump1
16059,2446,S&P500,2018-06-13,2787.94,2791.47,2774.65,2775.63,2775.63,38207700.0,After,Wednesday,June,no,Trump1
16060,2447,S&P500,2018-06-12,2785.6,2789.8,2778.78,2786.85,2786.85,34357000.0,After,Tuesday,June,no,Trump1
16061,2448,S&P500,2018-06-11,2780.18,2790.21,2780.17,2782.0,2782.0,32621300.0,After,Monday,June,no,Trump1
16062,2449,S&P500,2018-06-08,2765.84,2779.39,2763.59,2779.03,2779.03,31388500.0,After,Friday,June,no,Trump1
16063,2450,S&P500,2018-06-07,2774.84,2779.9,2760.16,2770.37,2770.37,37420800.0,After,Thursday,June,no,Trump1
16064,2451,S&P500,2018-06-06,2753.25,2772.39,2748.46,2772.35,2772.35,36627800.0,After,Wednesday,June,no,Trump1
16065,2452,S&P500,2018-06-05,2748.46,2752.61,2739.51,2748.8,2748.8,35235500.0,After,Tuesday,June,no,Trump1
16066,2453,S&P500,2018-06-04,2741.67,2749.16,2740.54,2746.87,2746.87,34100900.0,After,Monday,June,no,Trump1
16067,2454,S&P500,2018-06-01,2718.7,2736.93,2718.7,2734.62,2734.62,36943100.0,After,Friday,June,no,Trump1
16068,2455,S&P500,2018-05-31,2720.98,2722.5,2700.68,2705.27,2705.27,42411000.0,After,Thursday,May,no,Trump1
16069,2456,S&P500,2018-05-30,2702.43,2729.34,2702.43,2724.01,2724.01,35664900.0,After,Wednesday,May,no,Trump1
16070,2457,S&P500,2018-05-29,2705.11,2710.67,2676.81,2689.86,2689.86,37433100.0,After,Tuesday,May,no,Trump1
16071,2458,S&P500,2018-05-25,2723.6,2727.36,2714.99,2721.33,2721.33,30152600.0,After,Friday,May,no,Trump1
16072,2459,S&P500,2018-05-24,2730.94,2731.97,2707.38,2727.76,2727.76,32857500.0,After,Thursday,May,no,Trump1
16073,2460,S&P500,2018-05-23,2713.98,2733.33,2709.54,2733.29,2733.29,33331600.0,After,Wednesday,May,no,Trump1
16074,2461,S&P500,2018-05-22,2738.34,2742.24,2721.88,2724.44,2724.44,33841400.0,After,Tuesday,May,no,Trump1
16075,2462,S&P500,2018-05-21,2735.39,2739.19,2725.7,2733.01,2733.01,30534800.0,After,Monday,May,no,Trump1
16076,2463,S&P500,2018-05-18,2717.35,2719.5,2709.18,2712.97,2712.97,33832700.0,After,Friday,May,no,Trump1
16077,2464,S&P500,2018-05-17,2719.71,2731.96,2711.36,2720.13,2720.13,34781500.0,After,Thursday,May,no,Trump1
16078,2465,S&P500,2018-05-16,2712.62,2727.76,2712.17,2722.46,2722.46,32484800.0,After,Wednesday,May,no,Trump1
16079,2466,S&P500,2018-05-15,2718.59,2718.59,2701.91,2711.45,2711.45,32911900.0,After,Tuesday,May,no,Trump1
16080,2467,S&P500,2018-05-14,2738.47,2742.1,2725.47,2730.13,2730.13,29943600.0,After,Monday,May,no,Trump1
16081,2468,S&P500,2018-05-11,2722.7,2732.86,2717.45,2727.72,2727.72,28748500.0,After,Friday,May,no,Trump1
16082,2469,S&P500,2018-05-10,2705.02,2726.11,2704.54,2723.07,2723.07,33806400.0,After,Thursday,May,no,Trump1
16083,2470,S&P500,2018-05-09,2678.12,2701.27,2674.14,2697.79,2697.79,39136500.0,After,Wednesday,May,no,Trump1
16084,2471,S&P500,2018-05-08,2670.26,2676.34,2655.2,2671.92,2671.92,37451000.0,After,Tuesday,May,no,Trump1
16085,2472,S&P500,2018-05-07,2680.34,2683.35,2664.7,2672.63,2672.63,32668100.0,After,Monday,May,no,Trump1
16086,2473,S&P500,2018-05-04,2621.45,2670.93,2615.32,2663.42,2663.42,33352600.0,After,Friday,May,no,Trump1
16087,2474,S&P500,2018-05-03,2628.08,2637.14,2594.62,2629.73,2629.73,38675300.0,After,Thursday,May,no,Trump1
16088,2475,S&P500,2018-05-02,2654.24,2660.87,2631.7,2635.67,2635.67,40470200.0,After,Wednesday,May,no,Trump1
16089,2476,S&P500,2018-05-01,2642.96,2655.27,2625.41,2654.8,2654.8,35628200.0,After,Tuesday,May,no,Trump1
16090,2477,S&P500,2018-04-30,2682.51,2682.87,2648.04,2648.05,2648.05,37495100.0,After,Monday,April,no,Trump1
16091,2478,S&P500,2018-04-27,2675.47,2677.35,2659.01,2669.91,2669.91,32345100.0,After,Friday,April,no,Trump1
16092,2479,S&P500,2018-04-26,2651.65,2676.48,2647.16,2666.94,2666.94,36909200.0,After,Thursday,April,no,Trump1
16093,2480,S&P500,2018-04-25,2634.92,2645.3,2612.67,2639.4,2639.4,35636800.0,After,Wednesday,April,no,Trump1
16094,2481,S&P500,2018-04-24,2680.8,2683.55,2617.32,2634.56,2634.56,37160200.0,After,Tuesday,April,no,Trump1
16095,2482,S&P500,2018-04-23,2675.4,2682.86,2657.99,2670.29,2670.29,30303900.0,After,Monday,April,no,Trump1
16096,2483,S&P500,2018-04-20,2692.56,2693.94,2660.61,2670.14,2670.14,34282600.0,After,Friday,April,no,Trump1
16097,2484,S&P500,2018-04-19,2701.16,2702.84,2681.9,2693.13,2693.13,33751200.0,After,Thursday,April,no,Trump1
16098,2485,S&P500,2018-04-18,2710.11,2717.49,2703.63,2708.64,2708.64,34120300.0,After,Wednesday,April,no,Trump1
16099,2486,S&P500,2018-04-17,2692.74,2713.34,2692.05,2706.39,2706.39,32861900.0,After,Tuesday,April,no,Trump1
16100,2487,S&P500,2018-04-16,2670.1,2686.49,2665.16,2677.84,2677.84,30207400.0,After,Monday,April,no,Trump1
16101,2488,S&P500,2018-04-13,2676.9,2680.26,2645.05,2656.3,2656.3,29885400.0,After,Friday,April,no,Trump1
16102,2489,S&P500,2018-04-12,2653.83,2674.72,2653.83,2663.99,2663.99,30453300.0,After,Thursday,April,no,Trump1
16103,2490,S&P500,2018-04-11,2643.89,2661.43,2639.25,2642.19,2642.19,30545200.0,After,Wednesday,April,no,Trump1
16104,2491,S&P500,2018-04-10,2638.41,2665.45,2635.78,2656.87,2656.87,35791300.0,After,Tuesday,April,no,Trump1
16105,2492,S&P500,2018-04-09,2617.18,2653.55,2610.79,2613.16,2613.16,30761400.0,After,Monday,April,no,Trump1
16106,2493,S&P500,2018-04-06,2645.82,2656.88,2586.27,2604.47,2604.47,33123900.0,After,Friday,April,no,Trump1
16107,2494,S&P500,2018-04-05,2657.36,2672.08,2649.58,2662.84,2662.84,32304300.0,After,Thursday,April,no,Trump1
16108,2495,S&P500,2018-04-04,2584.04,2649.86,2573.61,2644.69,2644.69,33692300.0,After,Wednesday,April,no,Trump1
16109,2496,S&P500,2018-04-03,2592.17,2619.14,2575.49,2614.45,2614.45,33958400.0,After,Tuesday,April,no,Trump1
16110,2497,S&P500,2018-04-02,2633.45,2638.3,2553.8,2581.88,2581.88,36357800.0,After,Monday,April,no,Trump1
16111,2498,S&P500,2018-03-29,2614.41,2659.07,2609.72,2640.87,2640.87,35723600.0,After,Thursday,March,no,Trump1
16112,2499,S&P500,2018-03-28,2611.3,2632.65,2593.06,2605.0,2605.0,38757200.0,After,Wednesday,March,no,Trump1
16113,2500,S&P500,2018-03-27,2667.57,2674.78,2596.12,2612.62,2612.62,37613200.0,After,Tuesday,March,no,Trump1
16114,2501,S&P500,2018-03-26,2619.35,2661.36,2601.81,2658.55,2658.55,35380800.0,After,Monday,March,no,Trump1
16115,2502,S&P500,2018-03-23,2646.71,2657.67,2585.89,2588.26,2588.26,38293800.0,After,Friday,March,no,Trump1
16116,2503,S&P500,2018-03-22,2691.36,2695.68,2641.59,2643.69,2643.69,37654600.0,After,Thursday,March,no,Trump1
16117,2504,S&P500,2018-03-21,2714.99,2739.14,2709.79,2711.93,2711.93,34347800.0,After,Wednesday,March,no,Trump1
16118,2505,S&P500,2018-03-20,2715.05,2724.22,2710.05,2716.94,2716.94,32725900.0,After,Tuesday,March,no,Trump1
16119,2506,S&P500,2018-03-19,2741.38,2741.38,2694.59,2712.92,2712.92,33274600.0,After,Monday,March,no,Trump1
16120,2507,S&P500,2018-03-16,2750.57,2761.85,2749.97,2752.01,2752.01,54291400.0,After,Friday,March,no,Trump1
16121,2508,S&P500,2018-03-15,2754.27,2763.03,2741.47,2747.33,2747.33,35437100.0,After,Thursday,March,no,Trump1
16122,2509,S&P500,2018-03-14,2774.06,2777.11,2744.38,2749.48,2749.48,33946300.0,After,Wednesday,March,no,Trump1
16123,2510,S&P500,2018-03-13,2792.31,2801.9,2758.68,2765.31,2765.31,33242900.0,After,Tuesday,March,no,Trump1
16124,2511,S&P500,2018-03-12,2790.54,2796.98,2779.26,2783.02,2783.02,32169600.0,After,Monday,March,no,Trump1
16125,2512,S&P500,2018-03-09,2752.91,2786.57,2751.54,2786.57,2786.57,33768700.0,After,Friday,March,no,Trump1
16126,2513,S&P500,2018-03-08,2732.75,2740.45,2722.65,2738.97,2738.97,32060400.0,After,Thursday,March,no,Trump1
16127,2514,S&P500,2018-03-07,2710.18,2730.6,2701.74,2726.8,2726.8,34066900.0,After,Wednesday,March,no,Trump1
16128,2515,S&P500,2018-03-06,2730.18,2732.08,2711.26,2728.12,2728.12,33890300.0,After,Tuesday,March,no,Trump1
16129,2516,S&P500,2018-03-05,2681.06,2728.09,2675.75,2720.94,2720.94,37336400.0,After,Monday,March,no,Trump1
16130,2517,S&P500,2018-03-02,2658.89,2696.25,2647.32,2691.25,2691.25,38912500.0,After,Friday,March,no,Trump1
16131,2518,S&P500,2018-03-01,2715.22,2730.89,2659.65,2677.67,2677.67,45144900.0,After,Thursday,March,no,Trump1
16132,2519,S&P500,2018-02-28,2753.78,2761.52,2713.54,2713.83,2713.83,42445700.0,After,Wednesday,February,no,Trump1
16133,2520,S&P500,2018-02-27,2780.45,2789.15,2744.22,2744.28,2744.28,37520700.0,After,Tuesday,February,no,Trump1
16134,2521,S&P500,2018-02-26,2757.37,2780.64,2753.78,2779.6,2779.6,34365900.0,After,Monday,February,no,Trump1
16135,2522,S&P500,2018-02-23,2715.8,2747.76,2713.74,2747.3,2747.3,32003600.0,After,Friday,February,no,Trump1
16136,2523,S&P500,2018-02-22,2710.42,2731.26,2697.77,2703.96,2703.96,37206200.0,After,Thursday,February,no,Trump1
16137,2524,S&P500,2018-02-21,2720.53,2747.75,2701.29,2701.33,2701.33,37890400.0,After,Wednesday,February,no,Trump1
16138,2525,S&P500,2018-02-20,2722.99,2737.6,2706.76,2716.26,2716.26,36469200.0,After,Tuesday,February,no,Trump1
16139,2526,S&P500,2018-02-16,2727.14,2754.42,2725.11,2732.22,2732.22,36469200.0,After,Friday,February,no,Trump1
16140,2527,S&P500,2018-02-15,2713.46,2731.51,2689.82,2731.2,2731.2,36961400.0,After,Thursday,February,no,Trump1
16141,2528,S&P500,2018-02-14,2651.21,2702.1,2648.87,2698.63,2698.63,40119400.0,After,Wednesday,February,no,Trump1
16142,2529,S&P500,2018-02-13,2646.27,2668.84,2637.08,2662.94,2662.94,35035400.0,After,Tuesday,February,no,Trump1
16143,2530,S&P500,2018-02-12,2636.75,2672.61,2622.45,2656.0,2656.0,40692200.0,After,Monday,February,no,Trump1
16144,2531,S&P500,2018-02-09,2601.78,2638.67,2532.69,2619.55,2619.55,56901100.0,After,Friday,February,no,Trump1
16145,2532,S&P500,2018-02-08,2685.01,2685.27,2580.56,2581.0,2581.0,53338400.0,After,Thursday,February,no,Trump1
16146,2533,S&P500,2018-02-07,2690.95,2727.67,2681.33,2681.66,2681.66,46463000.0,After,Wednesday,February,no,Trump1
16147,2534,S&P500,2018-02-06,2614.78,2701.04,2593.07,2695.14,2695.14,59173500.0,After,Tuesday,February,no,Trump1
16148,2535,S&P500,2018-02-05,2741.06,2763.39,2638.17,2648.94,2648.94,53108400.0,After,Monday,February,no,Trump1
16149,2536,S&P500,2018-02-02,2808.92,2808.92,2759.97,2762.13,2762.13,43402200.0,After,Friday,February,no,Trump1
16150,2537,S&P500,2018-02-01,2816.45,2835.96,2812.7,2821.98,2821.98,39773800.0,After,Thursday,February,no,Trump1
16151,2538,S&P500,2018-01-31,2832.41,2839.26,2813.04,2823.81,2823.81,42762700.0,After,Wednesday,January,no,Trump1
16152,2539,S&P500,2018-01-30,2832.74,2837.75,2818.27,2822.43,2822.43,40120700.0,After,Tuesday,January,no,Trump1
16153,2540,S&P500,2018-01-29,2867.23,2870.62,2851.48,2853.53,2853.53,35874200.0,After,Monday,January,no,Trump1
16154,2541,S&P500,2018-01-26,2847.48,2872.87,2846.18,2872.87,2872.87,34746800.0,After,Friday,January,no,Trump1
16155,2542,S&P500,2018-01-25,2846.24,2848.56,2830.94,2839.25,2839.25,38731000.0,After,Thursday,January,no,Trump1
16156,2543,S&P500,2018-01-24,2845.42,2852.97,2824.81,2837.54,2837.54,40792700.0,After,Wednesday,January,no,Trump1
16157,2544,S&P500,2018-01-23,2835.05,2842.24,2830.59,2839.13,2839.13,35411400.0,After,Tuesday,January,no,Trump1
16158,2545,S&P500,2018-01-22,2809.16,2833.03,2808.12,2832.97,2832.97,34894800.0,After,Monday,January,no,Trump1
16159,2546,S&P500,2018-01-19,2802.6,2810.33,2798.08,2810.3,2810.3,37242300.0,After,Friday,January,no,Trump1
16160,2547,S&P500,2018-01-18,2802.4,2805.83,2792.56,2798.03,2798.03,37033000.0,After,Thursday,January,no,Trump1
16161,2548,S&P500,2018-01-17,2784.99,2807.04,2778.38,2802.56,2802.56,37903400.0,After,Wednesday,January,no,Trump1
16162,2549,S&P500,2018-01-16,2798.96,2807.54,2768.64,2776.42,2776.42,43628800.0,After,Tuesday,January,no,Trump1
16163,2550,S&P500,2018-01-12,2770.18,2787.85,2769.64,2786.24,2786.24,35872200.0,After,Friday,January,no,Trump1
16164,2551,S&P500,2018-01-11,2752.97,2767.56,2752.78,2767.56,2767.56,36456900.0,After,Thursday,January,no,Trump1
16165,2552,S&P500,2018-01-10,2745.55,2750.8,2736.06,2748.23,2748.23,35799000.0,After,Wednesday,January,no,Trump1
16166,2553,S&P500,2018-01-09,2751.15,2759.14,2747.86,2751.29,2751.29,34674600.0,After,Tuesday,January,no,Trump1
16167,2554,S&P500,2018-01-08,2742.67,2748.51,2737.6,2747.71,2747.71,32461600.0,After,Monday,January,no,Trump1
16168,2555,S&P500,2018-01-05,2731.33,2743.45,2727.92,2743.15,2743.15,32392800.0,After,Friday,January,no,Trump1
16169,2556,S&P500,2018-01-04,2719.31,2729.29,2719.07,2723.99,2723.99,36973400.0,After,Thursday,January,no,Trump1
16170,2557,S&P500,2018-01-03,2697.85,2714.37,2697.77,2713.06,2713.06,35440300.0,After,Wednesday,January,no,Trump1
16171,2558,S&P500,2018-01-02,2683.73,2695.89,2682.36,2695.81,2695.81,33974300.0,After,Tuesday,January,no,Trump1
16172,2559,S&P500,2017-12-29,2689.15,2692.12,2673.61,2673.61,2673.61,24477600.0,After,Friday,December,yes,Trump1
16173,2560,S&P500,2017-12-28,2686.1,2687.66,2682.69,2687.54,2687.54,21748900.0,After,Thursday,December,yes,Trump1
16174,2561,S&P500,2017-12-27,2682.1,2685.64,2678.91,2682.62,2682.62,22029000.0,After,Wednesday,December,yes,Trump1
16175,2562,S&P500,2017-12-26,2679.09,2682.74,2677.96,2680.5,2680.5,19706600.0,After,Tuesday,December,yes,Trump1
16176,2563,S&P500,2017-12-22,2684.22,2685.35,2678.13,2683.34,2683.34,24010300.0,After,Friday,December,yes,Trump1
16177,2564,S&P500,2017-12-21,2683.02,2692.64,2682.4,2684.57,2684.57,32931300.0,After,Thursday,December,yes,Trump1
16178,2565,S&P500,2017-12-20,2688.18,2691.01,2676.11,2679.25,2679.25,32462300.0,After,Wednesday,December,yes,Trump1
16179,2566,S&P500,2017-12-19,2692.71,2694.44,2680.74,2681.47,2681.47,34076800.0,After,Tuesday,December,yes,Trump1
16180,2567,S&P500,2017-12-18,2685.92,2694.97,2685.92,2690.16,2690.16,37277700.0,After,Monday,December,yes,Trump1
16181,2568,S&P500,2017-12-15,2660.63,2679.63,2659.14,2675.81,2675.81,57369100.0,After,Friday,December,yes,Trump1
16182,2569,S&P500,2017-12-14,2665.87,2668.09,2652.01,2652.01,2652.01,34427600.0,After,Thursday,December,yes,Trump1
16183,2570,S&P500,2017-12-13,2667.59,2671.88,2662.85,2662.85,2662.85,35683600.0,After,Wednesday,December,yes,Trump1
16184,2571,S&P500,2017-12-12,2661.73,2669.72,2659.78,2664.11,2664.11,35689100.0,After,Tuesday,December,yes,Trump1
16185,2572,S&P500,2017-12-11,2652.19,2660.33,2651.47,2659.99,2659.99,31414800.0,After,Monday,December,yes,Trump1
16186,2573,S&P500,2017-12-08,2646.21,2651.65,2644.1,2651.5,2651.5,31267500.0,After,Friday,December,yes,Trump1
16187,2574,S&P500,2017-12-07,2628.38,2640.99,2626.53,2636.98,2636.98,32970600.0,After,Thursday,December,yes,Trump1
16188,2575,S&P500,2017-12-06,2626.24,2634.41,2624.75,2629.27,2629.27,32530800.0,After,Wednesday,December,yes,Trump1
16189,2576,S&P500,2017-12-05,2639.78,2648.72,2627.73,2629.57,2629.57,35475700.0,After,Tuesday,December,yes,Trump1
16190,2577,S&P500,2017-12-04,2657.19,2665.19,2639.03,2639.44,2639.44,40258400.0,After,Monday,December,yes,Trump1
16191,2578,S&P500,2017-12-01,2645.1,2650.62,2605.52,2642.22,2642.22,39509300.0,After,Friday,December,yes,Trump1
16192,2579,S&P500,2017-11-30,2633.93,2657.74,2633.93,2647.58,2647.58,49657000.0,After,Thursday,November,yes,Trump1
16193,2580,S&P500,2017-11-29,2627.82,2634.89,2620.32,2626.07,2626.07,40906300.0,After,Wednesday,November,yes,Trump1
16194,2581,S&P500,2017-11-28,2605.94,2627.69,2605.44,2627.04,2627.04,34933400.0,After,Tuesday,November,yes,Trump1
16195,2582,S&P500,2017-11-27,2602.66,2606.41,2598.87,2601.42,2601.42,30177200.0,After,Monday,November,yes,Trump1
16196,2583,S&P500,2017-11-24,2600.42,2604.21,2600.42,2602.42,2602.42,13858900.0,After,Friday,November,yes,Trump1
16197,2584,S&P500,2017-11-22,2600.31,2600.94,2595.23,2597.08,2597.08,27641100.0,After,Wednesday,November,yes,Trump1
16198,2585,S&P500,2017-11-21,2589.17,2601.19,2589.17,2599.03,2599.03,33512300.0,After,Tuesday,November,yes,Trump1
16199,2586,S&P500,2017-11-20,2579.49,2584.64,2578.24,2582.14,2582.14,30239400.0,After,Monday,November,yes,Trump1
16200,2587,S&P500,2017-11-17,2582.94,2583.96,2577.62,2578.85,2578.85,33098000.0,After,Friday,November,yes,Trump1
16201,2588,S&P500,2017-11-16,2572.95,2590.09,2572.95,2585.64,2585.64,33297300.0,After,Thursday,November,yes,Trump1
16202,2589,S&P500,2017-11-15,2569.45,2572.84,2557.45,2564.62,2564.62,35865900.0,After,Wednesday,November,yes,Trump1
16203,2590,S&P500,2017-11-14,2577.75,2579.66,2566.56,2578.87,2578.87,36435800.0,After,Tuesday,November,yes,Trump1
